subj_idx,cond,R1,R2,reward,choice,rt,postjudgment,block
7,1,3,4,3,1,0.959,0.83,1
7,1,3,4,4,2,1.799,0.15,1
7,1,5,4,4,2,0.905,0.73,1
7,1,5,4,4,2,0.87,0.77,1
7,1,5,4,4,2,0.999,0.8,1
7,1,5,4,5,1,0.848,0.28,1
7,1,5,4,5,1,2.123,0.74,1
7,1,5,4,5,1,1.816,0.78,1
7,1,5,4,5,1,1.664,0.76,1
7,1,5,4,4,2,0.784,0.15,1
7,1,5,4,5,1,0.752,0.75,1
7,1,5,4,5,1,0.991,0.81,1
7,1,5,4,5,1,1.623,0.77,1
7,1,5,6,6,2,0.655,0.32,1
7,1,7,6,6,2,1.025,0.75,1
7,1,7,6,6,2,0.672,0.71,1
7,1,7,6,6,2,0.616,0.7,1
7,1,7,6,7,1,0.84,0.22,1
7,1,7,6,7,1,0.679,0.76,1
7,1,7,6,7,1,0.799,0.85,1
7,1,7,6,7,1,1.096,0.79,1
7,1,7,6,7,1,1.063,0.85,1
7,1,7,6,6,2,0.647,0.37,1
7,1,7,6,7,1,0.726,0.71,1
7,1,7,6,7,1,0.623,0.71,1
7,1,7,6,6,2,0.703,0.4,1
7,1,7,6,7,1,0.583,0.74,1
7,1,7,6,7,1,0.991,0.64,1
7,1,7,6,6,2,0.783,0.31,1
7,1,7,6,7,1,1.511,0.83,1
7,1,7,6,7,1,0.632,0.83,1
7,1,7,6,7,1,0.52,0.71,1
7,1,7,6,6,2,1.039,0.23,1
7,1,7,6,7,1,0.532,0.75,1
7,1,7,6,7,1,0.727,0.72,1
7,1,7,6,7,1,0.655,0.75,1
7,1,7,6,7,1,0.568,0.78,1
7,1,7,8,8,2,0.671,0.37,1
7,1,7,8,8,2,0.759,0.69,1
7,1,7,8,8,2,0.975,0.7,1
7,1,7,8,8,2,0.663,0.67,1
7,1,7,8,8,2,0.711,0.73,1
7,1,7,8,8,2,1.689,0.72,1
7,1,9,8,8,2,0.695,0.65,1
7,1,9,8,9,1,0.639,0.26,1
7,1,9,8,9,1,0.678,0.85,1
7,1,9,8,9,1,0.624,0.73,1
7,1,9,8,9,1,0.847,0.8,1
